"product_id","product_name","product_category","product_subcategory","product_manufacturer","order_details_id","order_id","product_id","quantity","order_discount","order_profits","order_profit_ratio","order_sales","order_id","customer_id","order_date","shipping_city","shipping_state","shipping_region","shipping_country","shipping_postal_code","shipping_date","shipping_mode","customer_id","customer_name","customer_segment"
"692","GBC Instant Report Kit","Office Supplies","Binders","GBC","444","CA-2015-116904","692","2","0","6","0.5","13","CA-2015-116904","672","2015-09-23 00:00:00","Minneapolis","Minnesota","Central","United States","55407","2015-09-28 00:00:00","Standard Class","672","Sanjit Chand","Consumer"
"1821","Xerox 217","Office Supplies","Paper","Xerox","445","CA-2015-116904","1821","5","0","16","0.48","32","CA-2015-116904","672","2015-09-23 00:00:00","Minneapolis","Minnesota","Central","United States","55407","2015-09-28 00:00:00","Standard Class","672","Sanjit Chand","Consumer"
"418","Carina Double Wide Media Storage Towers in Natural & Black","Office Supplies","Storage","Carina","446","CA-2015-116904","418","5","0","16","0.04","405","CA-2015-116904","672","2015-09-23 00:00:00","Minneapolis","Minnesota","Central","United States","55407","2015-09-28 00:00:00","Standard Class","672","Sanjit Chand","Consumer"
"896","Ibico EPK-21 Electric Binding System","Office Supplies","Binders","Ibico","447","CA-2015-116904","896","5","0","4630","0.49","9450","CA-2015-116904","672","2015-09-23 00:00:00","Minneapolis","Minnesota","Central","United States","55407","2015-09-28 00:00:00","Standard Class","672","Sanjit Chand","Consumer"
"1150","Newell 334","Office Supplies","Art","Newell","448","CA-2015-116932","1150","5","0","26","0.26","99","CA-2015-116932","533","2015-07-21 00:00:00","San Francisco","California","West","United States","94122","2015-07-25 00:00:00","Standard Class","533","Michelle Ellison","Corporate"
"821","Hon 30"" x 60"" Table with Locking Drawer","Furniture","Tables","Hon","449","CA-2015-116932","821","1","0.2","27","0.1","273","CA-2015-116932","533","2015-07-21 00:00:00","San Francisco","California","West","United States","94122","2015-07-25 00:00:00","Standard Class","533","Michelle Ellison","Corporate"
"770","Global Troy Executive Leather Low-Back Tilter","Furniture","Chairs","Global","450","CA-2015-116932","770","2","0.2","50","0.06","802","CA-2015-116932","533","2015-07-21 00:00:00","San Francisco","California","West","United States","94122","2015-07-25 00:00:00","Standard Class","533","Michelle Ellison","Corporate"
"324","BIC Brite Liner Highlighters, Chisel Tip","Office Supplies","Art","BIC","451","CA-2015-117016","324","3","0.2","2","0.15","16","CA-2015-117016","672","2015-03-04 00:00:00","Margate","Florida","South","United States","33063","2015-03-09 00:00:00","Standard Class","672","Sanjit Chand","Consumer"
"1490","Spiral Phone Message Books with Labels by Adams","Office Supplies","Paper","Adams","452","CA-2015-117317","1490","3","0","7","0.49","13","CA-2015-117317","365","2015-10-19 00:00:00","Los Angeles","California","West","United States","90032","2015-10-19 00:00:00","Same Day","365","Jeremy Farry","Consumer"
"1440","Self-Adhesive Address Labels for Typewriters by Universal","Office Supplies","Labels","Universal","453","CA-2015-117345","1440","3","0.2","6","0.34","18","CA-2015-117345","65","2015-08-01 00:00:00","Charlotte","North Carolina","South","United States","28205","2015-08-05 00:00:00","Standard Class","65","Barbara Fisher","Corporate"
"32","9-3/4 Diameter Round Wall Clock","Furniture","Furnishings","Other","454","CA-2015-117345","32","4","0.2","12","0.28","44","CA-2015-117345","65","2015-08-01 00:00:00","Charlotte","North Carolina","South","United States","28205","2015-08-05 00:00:00","Standard Class","65","Barbara Fisher","Corporate"
"855","Honeywell Quietcare HEPA Air Cleaner","Office Supplies","Appliances","Honeywell","455","CA-2015-117345","855","1","0.2","10","0.16","63","CA-2015-117345","65","2015-08-01 00:00:00","Charlotte","North Carolina","South","United States","28205","2015-08-05 00:00:00","Standard Class","65","Barbara Fisher","Corporate"
"1709","Xerox 1916","Office Supplies","Paper","Xerox","456","CA-2015-117345","1709","2","0.2","29","0.38","78","CA-2015-117345","65","2015-08-01 00:00:00","Charlotte","North Carolina","South","United States","28205","2015-08-05 00:00:00","Standard Class","65","Barbara Fisher","Corporate"
"1450","Seth Thomas 16"" Steel Case Clock","Furniture","Furnishings","Seth Thomas","457","CA-2015-117429","1450","5","0.2","21","0.16","130","CA-2015-117429","502","2015-10-07 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2015-10-13 00:00:00","Standard Class","502","Mathew Reese","Home Office"
"1134","Newell 32","Office Supplies","Art","Newell","458","CA-2015-117464","1134","4","0","3","0.28","12","CA-2015-117464","554","2015-07-22 00:00:00","San Francisco","California","West","United States","94122","2015-07-24 00:00:00","Second Class","554","Naresj Patel","Consumer"
"1379","Safco Drafting Table","Furniture","Tables","SAFCO","459","CA-2015-117464","1379","3","0.2","19","0.11","170","CA-2015-117464","554","2015-07-22 00:00:00","San Francisco","California","West","United States","94122","2015-07-24 00:00:00","Second Class","554","Naresj Patel","Consumer"
"581","Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays","Office Supplies","Storage","Eldon","460","CA-2015-117464","581","10","0","69","0.29","237","CA-2015-117464","554","2015-07-22 00:00:00","San Francisco","California","West","United States","94122","2015-07-24 00:00:00","Second Class","554","Naresj Patel","Consumer"
"741","Global Comet Stacking Armless Chair","Furniture","Chairs","Global","461","CA-2015-117464","741","3","0.2","72","0.1","718","CA-2015-117464","554","2015-07-22 00:00:00","San Francisco","California","West","United States","94122","2015-07-24 00:00:00","Second Class","554","Naresj Patel","Consumer"
"134","Angle-D Binders with Locking Rings, Label Holders","Office Supplies","Binders","Angle-D","462","CA-2015-117478","134","3","0.7","-5","-0.77","7","CA-2015-117478","449","2015-09-21 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2015-09-24 00:00:00","First Class","449","Larry Hughes","Consumer"
"1286","Plantronics Voyager Pro Legend","Technology","Phones","Plantronics","463","CA-2015-117639","1286","3","0","173","0.28","618","CA-2015-117639","548","2015-05-21 00:00:00","Virginia Beach","Virginia","South","United States","23464","2015-05-25 00:00:00","Standard Class","548","Mitch Willingham","Corporate"
"650","Fellowes PB300 Plastic Comb Binding Machine","Office Supplies","Binders","Fellowes","464","CA-2015-117639","650","7","0","1276","0.47","2716","CA-2015-117639","548","2015-05-21 00:00:00","Virginia Beach","Virginia","South","United States","23464","2015-05-25 00:00:00","Standard Class","548","Mitch Willingham","Corporate"
"639","Fellowes Binding Cases","Office Supplies","Binders","Fellowes","465","CA-2015-117709","639","4","0","21","0.45","47","CA-2015-117709","595","2015-05-04 00:00:00","Jackson","Michigan","Central","United States","49201","2015-05-08 00:00:00","Standard Class","595","Paul MacIntyre","Consumer"
"118","Akro-Mils 12-Gallon Tote","Office Supplies","Storage","Akro","466","CA-2015-117765","118","2","0","6","0.29","20","CA-2015-117765","630","2015-09-07 00:00:00","Tulsa","Oklahoma","Central","United States","74133","2015-09-13 00:00:00","Standard Class","630","Rick Bensley","Home Office"
"266","Avery Recycled Flexi-View Covers for Binding Systems","Office Supplies","Binders","Avery","467","CA-2015-117765","266","2","0","15","0.48","32","CA-2015-117765","630","2015-09-07 00:00:00","Tulsa","Oklahoma","Central","United States","74133","2015-09-13 00:00:00","Standard Class","630","Rick Bensley","Home Office"
"1233","Padded Folding Chairs, Black, 4/Carton","Furniture","Chairs","Other","468","CA-2015-117765","1233","2","0","45","0.28","162","CA-2015-117765","630","2015-09-07 00:00:00","Tulsa","Oklahoma","Central","United States","74133","2015-09-13 00:00:00","Standard Class","630","Rick Bensley","Home Office"
"964","KI Adjustable-Height Table","Furniture","Tables","KI","469","CA-2015-117765","964","5","0","112","0.26","430","CA-2015-117765","630","2015-09-07 00:00:00","Tulsa","Oklahoma","Central","United States","74133","2015-09-13 00:00:00","Standard Class","630","Rick Bensley","Home Office"
"259","Avery Metallic Poly Binders","Office Supplies","Binders","Avery","470","CA-2015-118192","259","2","0.7","-3","-0.73","3","CA-2015-118192","527","2015-01-13 00:00:00","Newark","Ohio","East","United States","43055","2015-01-18 00:00:00","Standard Class","527","Michael Moore","Consumer"
"1717","Xerox 1923","Office Supplies","Paper","Xerox","471","CA-2015-118192","1717","7","0.2","13","0.35","37","CA-2015-118192","527","2015-01-13 00:00:00","Newark","Ohio","East","United States","43055","2015-01-18 00:00:00","Standard Class","527","Michael Moore","Consumer"
"1055","Master Caster Door Stop, Large Brown","Furniture","Furnishings","Master Caster","472","CA-2015-118276","1055","3","0.6","-5","-0.55","9","CA-2015-118276","525","2015-12-29 00:00:00","Saint Charles","Illinois","Central","United States","60174","2016-01-02 00:00:00","Standard Class","525","Michael Granlund","Home Office"
"1491","Square Credit Card Reader","Technology","Phones","Square","473","CA-2015-118304","1491","2","0","5","0.26","20","CA-2015-118304","423","2015-04-29 00:00:00","Dover","Delaware","East","United States","19901","2015-05-04 00:00:00","Standard Class","423","Katherine Hughes","Consumer"
"1167","Newell 35","Office Supplies","Art","Newell","474","CA-2015-118339","1167","6","0","6","0.29","20","CA-2015-118339","101","2015-03-17 00:00:00","Lakeville","Minnesota","Central","United States","55044","2015-03-24 00:00:00","Standard Class","101","Bradley Nguyen","Consumer"
"261","Avery Non-Stick Heavy Duty View Round Locking Ring Binders","Office Supplies","Binders","Avery","475","CA-2015-118339","261","6","0","17","0.48","36","CA-2015-118339","101","2015-03-17 00:00:00","Lakeville","Minnesota","Central","United States","55044","2015-03-24 00:00:00","Standard Class","101","Bradley Nguyen","Consumer"
"1072","Memo Book, 100 Message Capacity, 5 3/8” x 11”","Office Supplies","Paper","Other","476","CA-2015-118339","1072","7","0","24","0.5","47","CA-2015-118339","101","2015-03-17 00:00:00","Lakeville","Minnesota","Central","United States","55044","2015-03-24 00:00:00","Standard Class","101","Bradley Nguyen","Consumer"
"1632","Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders","Office Supplies","Binders","Wilson Jones","477","CA-2015-118339","1632","10","0","25","0.47","53","CA-2015-118339","101","2015-03-17 00:00:00","Lakeville","Minnesota","Central","United States","55044","2015-03-24 00:00:00","Standard Class","101","Bradley Nguyen","Consumer"
"335","Bionaire Personal Warm Mist Humidifier/Vaporizer","Office Supplies","Appliances","Bionaire","478","CA-2015-118339","335","2","0","37","0.39","94","CA-2015-118339","101","2015-03-17 00:00:00","Lakeville","Minnesota","Central","United States","55044","2015-03-24 00:00:00","Standard Class","101","Bradley Nguyen","Consumer"
"94","Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”","Office Supplies","Paper","Adams","479","CA-2015-118962","94","3","0","10","0.47","21","CA-2015-118962","141","2015-08-05 00:00:00","Los Angeles","California","West","United States","90004","2015-08-09 00:00:00","Standard Class","141","Chad Sievert","Consumer"
"1706","Xerox 1913","Office Supplies","Paper","Xerox","480","CA-2015-118962","1706","2","0","53","0.48","111","CA-2015-118962","141","2015-08-05 00:00:00","Los Angeles","California","West","United States","90004","2015-08-09 00:00:00","Standard Class","141","Chad Sievert","Consumer"
"772","Global Value Steno Chair, Gray","Furniture","Chairs","Global","481","CA-2015-118962","772","7","0.2","21","0.06","340","CA-2015-118962","141","2015-08-05 00:00:00","Los Angeles","California","West","United States","90004","2015-08-09 00:00:00","Standard Class","141","Chad Sievert","Consumer"
"196","Avery 488","Office Supplies","Labels","Avery","482","CA-2015-118976","196","1","0","2","0.48","3","CA-2015-118976","552","2015-04-28 00:00:00","Baltimore","Maryland","East","United States","21215","2015-05-03 00:00:00","Standard Class","552","Muhammed Yedwab","Corporate"
"341","Blackstonian Pencils","Office Supplies","Art","Other","483","CA-2015-118976","341","2","0","1","0.28","5","CA-2015-118976","552","2015-04-28 00:00:00","Baltimore","Maryland","East","United States","21215","2015-05-03 00:00:00","Standard Class","552","Muhammed Yedwab","Corporate"
"44","Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity","Office Supplies","Binders","Acco","484","CA-2015-118976","44","2","0","9","0.45","21","CA-2015-118976","552","2015-04-28 00:00:00","Baltimore","Maryland","East","United States","21215","2015-05-03 00:00:00","Standard Class","552","Muhammed Yedwab","Corporate"
"1345","Recycled Steel Personal File for Standard File Folders","Office Supplies","Storage","Other","485","CA-2015-118976","1345","9","0","129","0.26","498","CA-2015-118976","552","2015-04-28 00:00:00","Baltimore","Maryland","East","United States","21215","2015-05-03 00:00:00","Standard Class","552","Muhammed Yedwab","Corporate"
"1507","Staples","Office Supplies","Fasteners","Other","486","CA-2015-119032","1507","2","0","1","0.35","4","CA-2015-119032","517","2015-11-27 00:00:00","New York City","New York","East","United States","10035","2015-12-03 00:00:00","Standard Class","517","Maxwell Schwartz","Consumer"
"1230","OtterBox Commuter Series Case - Samsung Galaxy S4","Technology","Phones","OtterBox","487","CA-2015-119144","1230","4","0.2","-18","-0.23","80","CA-2015-119144","409","2015-11-16 00:00:00","Los Angeles","California","West","United States","90008","2015-11-18 00:00:00","First Class","409","Justin Deggeller","Corporate"
"379","Bush Andora Bookcase, Maple/Graphite Gray Finish","Furniture","Bookcases","Bush","488","CA-2015-119144","379","3","0.15","25","0.08","306","CA-2015-119144","409","2015-11-16 00:00:00","Los Angeles","California","West","United States","90008","2015-11-18 00:00:00","First Class","409","Justin Deggeller","Corporate"
"1484","Space Solutions HD Industrial Steel Shelving.","Office Supplies","Storage","Space Solutions","489","CA-2015-119144","1484","3","0","10","0.03","345","CA-2015-119144","409","2015-11-16 00:00:00","Los Angeles","California","West","United States","90008","2015-11-18 00:00:00","First Class","409","Justin Deggeller","Corporate"
"1429","Sauder Camden County Collection Libraries, Planked Cherry Finish","Furniture","Bookcases","Sauder","490","CA-2015-119151","1429","3","0.2","-38","-0.14","276","CA-2015-119151","544","2015-11-25 00:00:00","New York City","New York","East","United States","10009","2015-11-29 00:00:00","Second Class","544","Mike Pelletier","Home Office"
"1559","Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units","Office Supplies","Storage","Tennsco","491","CA-2015-119151","1559","4","0","56","0.05","1118","CA-2015-119151","544","2015-11-25 00:00:00","New York City","New York","East","United States","10009","2015-11-29 00:00:00","Second Class","544","Mike Pelletier","Home Office"
"338","Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book","Office Supplies","Paper","Other","492","CA-2015-119172","338","3","0.2","6","0.33","17","CA-2015-119172","318","2015-05-11 00:00:00","Chicago","Illinois","Central","United States","60610","2015-05-15 00:00:00","Standard Class","318","Harold Dahlen","Home Office"
"234","Avery Arch Ring Binders","Office Supplies","Binders","Avery","493","CA-2015-119172","234","9","0.8","-173","-1.65","105","CA-2015-119172","318","2015-05-11 00:00:00","Chicago","Illinois","Central","United States","60610","2015-05-15 00:00:00","Standard Class","318","Harold Dahlen","Home Office"
"512","Deluxe Chalkboard Eraser Cleaner","Office Supplies","Art","Other","494","CA-2015-119375","512","5","0","27","0.46","58","CA-2015-119375","791","2015-11-17 00:00:00","Newark","Delaware","East","United States","19711","2015-11-22 00:00:00","Standard Class","791","Yoseph Carroll","Corporate"
"562","Eldon Econocleat Chair Mats for Low Pile Carpets","Furniture","Furnishings","Eldon","495","CA-2015-119375","562","3","0","15","0.12","124","CA-2015-119375","791","2015-11-17 00:00:00","Newark","Delaware","East","United States","19711","2015-11-22 00:00:00","Standard Class","791","Yoseph Carroll","Corporate"
"1461","Smead Adjustable Mobile File Trolley with Lockable Top","Office Supplies","Storage","Smead","496","CA-2015-119375","1461","7","0","792","0.27","2934","CA-2015-119375","791","2015-11-17 00:00:00","Newark","Delaware","East","United States","19711","2015-11-22 00:00:00","Standard Class","791","Yoseph Carroll","Corporate"
"482","Dana Swing-Arm Lamps","Furniture","Furnishings","Dana","497","CA-2015-119466","482","2","0.6","-7","-0.88","9","CA-2015-119466","723","2015-12-15 00:00:00","Chicago","Illinois","Central","United States","60623","2015-12-21 00:00:00","Standard Class","723","Sung Pak","Corporate"
"237","Avery Durable Binders","Office Supplies","Binders","Avery","498","CA-2015-119529","237","2","0","3","0.49","6","CA-2015-119529","222","2015-11-03 00:00:00","Orange","New Jersey","East","United States","7050","2015-11-05 00:00:00","Second Class","222","Denise Monton","Corporate"
"1767","Xerox 197","Office Supplies","Paper","Xerox","499","CA-2015-119977","1767","4","0","56","0.45","124","CA-2015-119977","245","2015-10-08 00:00:00","New York City","New York","East","United States","10011","2015-10-13 00:00:00","Second Class","245","Duane Noonan","Consumer"
"645","Fellowes Mighty 8 Compact Surge Protector","Office Supplies","Appliances","Fellowes","500","CA-2015-120096","645","2","0.2","3","0.1","32","CA-2015-120096","427","2015-07-04 00:00:00","Aurora","Colorado","West","United States","80013","2015-07-07 00:00:00","First Class","427","Katrina Edelman","Corporate"
"1735","Xerox 194","Office Supplies","Paper","Xerox","501","CA-2015-120096","1735","4","0.2","62","0.35","178","CA-2015-120096","427","2015-07-04 00:00:00","Aurora","Colorado","West","United States","80013","2015-07-07 00:00:00","First Class","427","Katrina Edelman","Corporate"
"1506","Staple-on labels","Office Supplies","Labels","Staple-on labels","502","CA-2015-120243","1506","4","0","5","0.47","12","CA-2015-120243","29","2015-12-27 00:00:00","Los Angeles","California","West","United States","90004","2015-12-30 00:00:00","Second Class","29","Alyssa Tate","Home Office"
"69","ACCOHIDE 3-Ring Binder, Blue, 1""","Office Supplies","Binders","ACCOHIDE","503","CA-2015-120278","69","3","0","6","0.47","12","CA-2015-120278","490","2015-11-07 00:00:00","Wausau","Wisconsin","Central","United States","54401","2015-11-12 00:00:00","Standard Class","490","Maribeth Schnelling","Consumer"
"1667","X-Rack File for Hanging Folders","Office Supplies","Storage","Other","504","CA-2015-120278","1667","2","0","6","0.26","23","CA-2015-120278","490","2015-11-07 00:00:00","Wausau","Wisconsin","Central","United States","54401","2015-11-12 00:00:00","Standard Class","490","Maribeth Schnelling","Consumer"
"1300","Portable Personal File Box","Office Supplies","Storage","Other","505","CA-2015-120278","1300","3","0","10","0.27","37","CA-2015-120278","490","2015-11-07 00:00:00","Wausau","Wisconsin","Central","United States","54401","2015-11-12 00:00:00","Standard Class","490","Maribeth Schnelling","Consumer"
"291","Belkin 8 Outlet Surge Protector","Office Supplies","Appliances","Belkin","506","CA-2015-120278","291","6","0","69","0.28","246","CA-2015-120278","490","2015-11-07 00:00:00","Wausau","Wisconsin","Central","United States","54401","2015-11-12 00:00:00","Standard Class","490","Maribeth Schnelling","Consumer"
"1327","QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3","Technology","Phones","Other","507","CA-2015-120411","1327","2","0.2","3","0.31","11","CA-2015-120411","678","2015-09-20 00:00:00","Chicago","Illinois","Central","United States","60653","2015-09-23 00:00:00","First Class","678","Sarah Brown","Consumer"
"384","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","Furniture","Bookcases","Bush","508","CA-2015-120411","384","5","0.3","-70","-0.14","493","CA-2015-120411","678","2015-09-20 00:00:00","Chicago","Illinois","Central","United States","60653","2015-09-23 00:00:00","First Class","678","Sarah Brown","Consumer"
"89","Acme Titanium Bonded Scissors","Office Supplies","Supplies","Acme","509","CA-2015-120432","89","3","0","7","0.26","26","CA-2015-120432","238","2015-08-24 00:00:00","Owensboro","Kentucky","South","United States","42301","2015-08-26 00:00:00","Second Class","238","Dorothy Wardle","Corporate"
"888","Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black","Office Supplies","Art","Hunt","510","CA-2015-120474","888","4","0","13","0.27","47","CA-2015-120474","625","2015-12-01 00:00:00","Madison","Wisconsin","Central","United States","53711","2015-12-03 00:00:00","First Class","625","Resi Pölking","Consumer"
"1211","Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat","Furniture","Chairs","Office Star","511","CA-2015-120474","1211","8","0","674","0.24","2808","CA-2015-120474","625","2015-12-01 00:00:00","Madison","Wisconsin","Central","United States","53711","2015-12-03 00:00:00","First Class","625","Resi Pölking","Consumer"
"1059","Maxell 4.7GB DVD-R 5/Pack","Technology","Accessories","Maxell","512","CA-2015-120544","1059","7","0.2","2","0.3","6","CA-2015-120544","675","2015-11-23 00:00:00","Mesquite","Texas","Central","United States","75150","2015-11-27 00:00:00","Standard Class","675","Saphhira Shifley","Corporate"
"1505","Staple-based wall hangings","Furniture","Furnishings","Staple-based wall hangings","513","CA-2015-120544","1505","2","0.6","-3","-0.4","6","CA-2015-120544","675","2015-11-23 00:00:00","Mesquite","Texas","Central","United States","75150","2015-11-27 00:00:00","Standard Class","675","Saphhira Shifley","Corporate"
"467","Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit","Office Supplies","Appliances","Other","514","CA-2015-120544","467","3","0.8","-87","-2.55","34","CA-2015-120544","675","2015-11-23 00:00:00","Mesquite","Texas","Central","United States","75150","2015-11-27 00:00:00","Standard Class","675","Saphhira Shifley","Corporate"
"1328","Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset","Technology","Accessories","Razer","515","CA-2015-120670","1328","10","0.2","240","0.3","800","CA-2015-120670","407","2015-11-02 00:00:00","Fort Lauderdale","Florida","South","United States","33311","2015-11-06 00:00:00","Standard Class","407","Julie Kriz","Home Office"
"87","Acme Stainless Steel Office Snips","Office Supplies","Supplies","Acme","516","CA-2015-120768","87","1","0","2","0.27","7","CA-2015-120768","337","2015-12-19 00:00:00","Florence","Alabama","South","United States","35630","2015-12-21 00:00:00","Second Class","337","Irene Maddox","Consumer"
"407","Canvas Sectional Post Binders","Office Supplies","Binders","Other","517","CA-2015-120768","407","6","0","75","0.49","153","CA-2015-120768","337","2015-12-19 00:00:00","Florence","Alabama","South","United States","35630","2015-12-21 00:00:00","Second Class","337","Irene Maddox","Consumer"
"807","High-Back Leather Manager's Chair","Furniture","Chairs","Other","518","CA-2015-120768","807","14","0","164","0.09","1820","CA-2015-120768","337","2015-12-19 00:00:00","Florence","Alabama","South","United States","35630","2015-12-21 00:00:00","Second Class","337","Irene Maddox","Consumer"
"256","Avery Hidden Tab Dividers for Binding Systems","Office Supplies","Binders","Avery","519","CA-2015-120775","256","3","0.8","-3","-1.7","2","CA-2015-120775","661","2015-10-03 00:00:00","Dallas","Texas","Central","United States","75217","2015-10-07 00:00:00","Standard Class","661","Russell D'Ascenzo","Consumer"
"457","Colored Push Pins","Office Supplies","Fasteners","Other","520","CA-2015-120775","457","3","0.2","1","0.2","4","CA-2015-120775","661","2015-10-03 00:00:00","Dallas","Texas","Central","United States","75217","2015-10-07 00:00:00","Standard Class","661","Russell D'Ascenzo","Consumer"
"1463","Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set","Office Supplies","Labels","Smead","521","CA-2015-120775","1463","2","0.2","2","0.35","5","CA-2015-120775","661","2015-10-03 00:00:00","Dallas","Texas","Central","United States","75217","2015-10-07 00:00:00","Standard Class","661","Russell D'Ascenzo","Consumer"
"1515","Sterling Rubber Bands by Alliance","Office Supplies","Fasteners","Alliance","522","CA-2015-120775","1515","4","0.2","-4","-0.25","15","CA-2015-120775","661","2015-10-03 00:00:00","Dallas","Texas","Central","United States","75217","2015-10-07 00:00:00","Standard Class","661","Russell D'Ascenzo","Consumer"
"494","DAX Natural Wood-Tone Poster Frame","Furniture","Furnishings","DAX","523","CA-2015-120775","494","3","0.6","-19","-0.6","32","CA-2015-120775","661","2015-10-03 00:00:00","Dallas","Texas","Central","United States","75217","2015-10-07 00:00:00","Standard Class","661","Russell D'Ascenzo","Consumer"
"543","Economy Rollaway Files","Office Supplies","Storage","Other","524","CA-2015-120838","543","2","0","86","0.26","330","CA-2015-120838","590","2015-03-23 00:00:00","Los Angeles","California","West","United States","90036","2015-03-26 00:00:00","Second Class","590","Patrick O'Donnell","Consumer"
"1228","Ooma Telo VoIP Home Phone System","Technology","Phones","Other","525","CA-2015-120838","1228","6","0.2","38","0.06","605","CA-2015-120838","590","2015-03-23 00:00:00","Los Angeles","California","West","United States","90036","2015-03-26 00:00:00","Second Class","590","Patrick O'Donnell","Consumer"
"304","Belkin Premiere Surge Master II 8-outlet surge protector","Office Supplies","Appliances","Belkin","526","CA-2015-120852","304","2","0.8","-50","-2.55","19","CA-2015-120852","788","2015-12-20 00:00:00","Grand Prairie","Texas","Central","United States","75051","2015-12-25 00:00:00","Standard Class","788","William Brown","Consumer"
"1003","Logitech Desktop MK120 Mouse and keyboard Combo","Technology","Accessories","Logitech","527","CA-2015-120852","1003","5","0.2","-8","-0.13","65","CA-2015-120852","788","2015-12-20 00:00:00","Grand Prairie","Texas","Central","United States","75051","2015-12-25 00:00:00","Standard Class","788","William Brown","Consumer"
"510","Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black","Furniture","Furnishings","Deflect-o","528","CA-2015-120887","510","3","0","38","0.43","88","CA-2015-120887","746","2015-09-27 00:00:00","Hackensack","New Jersey","East","United States","7601","2015-10-03 00:00:00","Standard Class","746","Thomas Seio","Corporate"
"149","Array Parchment Paper, Assorted Colors","Office Supplies","Paper","Array","529","CA-2015-120950","149","6","0","21","0.48","44","CA-2015-120950","300","2015-11-06 00:00:00","Columbus","Georgia","South","United States","31907","2015-11-11 00:00:00","Standard Class","300","George Ashbrook","Consumer"
"250","Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink","Office Supplies","Art","Avery","530","CA-2015-121006","250","2","0","2","0.39","4","CA-2015-121006","667","2015-11-10 00:00:00","Midland","Michigan","Central","United States","48640","2015-11-16 00:00:00","Standard Class","667","Sam Craven","Consumer"
"1789","Xerox 199","Office Supplies","Paper","Xerox","531","CA-2015-121006","1789","3","0","6","0.45","13","CA-2015-121006","667","2015-11-10 00:00:00","Midland","Michigan","Central","United States","48640","2015-11-16 00:00:00","Standard Class","667","Sam Craven","Consumer"
"1839","Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)","Office Supplies","Paper","Xerox","532","CA-2015-121006","1839","3","0","7","0.45","16","CA-2015-121006","667","2015-11-10 00:00:00","Midland","Michigan","Central","United States","48640","2015-11-16 00:00:00","Standard Class","667","Sam Craven","Consumer"
"53","Acco Perma 3000 Stacking Storage Drawers","Office Supplies","Storage","Acco","533","CA-2015-121006","53","3","0","12","0.19","63","CA-2015-121006","667","2015-11-10 00:00:00","Midland","Michigan","Central","United States","48640","2015-11-16 00:00:00","Standard Class","667","Sam Craven","Consumer"
"866","Hot File 7-Pocket, Floor Stand","Office Supplies","Storage","Other","534","CA-2015-121006","866","3","0","161","0.3","535","CA-2015-121006","667","2015-11-10 00:00:00","Midland","Michigan","Central","United States","48640","2015-11-16 00:00:00","Standard Class","667","Sam Craven","Consumer"
"836","Hon Every-Day Series Multi-Task Chairs","Furniture","Chairs","Hon","535","CA-2015-121006","836","3","0","113","0.2","564","CA-2015-121006","667","2015-11-10 00:00:00","Midland","Michigan","Central","United States","48640","2015-11-16 00:00:00","Standard Class","667","Sam Craven","Consumer"
"711","GBC Standard Recycled Report Covers, Clear Plastic Sheets","Office Supplies","Binders","GBC","536","CA-2015-121167","711","2","0.2","6","0.35","17","CA-2015-121167","499","2015-11-28 00:00:00","Freeport","New York","East","United States","11520","2015-11-30 00:00:00","Second Class","499","Mary O'Rourke","Consumer"
"1218","OIC Bulk Pack Metal Binder Clips","Office Supplies","Fasteners","Other","537","CA-2015-121286","1218","3","0.2","3","0.33","8","CA-2015-121286","580","2015-11-04 00:00:00","Cary","North Carolina","South","United States","27511","2015-11-08 00:00:00","Second Class","580","Odella Nelson","Corporate"
"38","Acco 6 Outlet Guardian Premium Surge Suppressor","Office Supplies","Appliances","Acco","538","CA-2015-121286","38","5","0.2","5","0.09","58","CA-2015-121286","580","2015-11-04 00:00:00","Cary","North Carolina","South","United States","27511","2015-11-08 00:00:00","Second Class","580","Odella Nelson","Corporate"
"57","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue","Office Supplies","Binders","Acco","539","CA-2015-121573","57","2","0.2","3","0.36","8","CA-2015-121573","706","2015-11-03 00:00:00","New York City","New York","East","United States","10009","2015-11-07 00:00:00","Standard Class","706","Speros Goranitis","Consumer"
